ID,CITY_ID,city_label,VERSION,ADDRESS,DESCRIPTION,REG_DATE,COMPLETE_DATE,ANSWER,COORDS_GOOGLE_LAT,COORDS_GOOGLE_LNG,PROBLEM_TYPE,STATUS,DEP_NAME,USER_ID,SOLVED_TIME,ATTACHMENT
203434,1,"Vilnius,Grigiškės",Android,"Žalgirio g. 112a, Vilnius 08217, Lithuania","Jau savaitę laiko aplinkinių namų gyventojai kenčia nuo Žalgirio 112A nekokybiškų ar sugedusių vėsinimo įrenginių kurie naktimis skleidžia labai stiprų aukšto dažnio garsą girdimą net per uždarytus langus. Trukdoma miego kokybė, patvirtino dauguma kaimynų. Kreipimasis į ten esantį saloną nepadėjo. Prašome pagalbos. Skubu! Yra įrašai. Cypia visą naktį.","2021-08-01 01:11:38","2021-08-02 13:41:03"," Gerbiamas Pranešėjau, 

Vilniaus miesto savivaldybės administracija gavo Jūsų  2021 m. rugpjūčio 1 d. Tvarkau miestą pranešimą (Triukšmo prevencijos viešosiose vietose taisyklių pažeidimas) (Savivaldybėje registruota 2021 m. rugpjūčio 1 d., reg. Nr. E50-16794/21(3.2.15E-SM4) dėl pastate Žalgirio 112A, Vilniuje įrengtų nekokybiškų ar sugedusių vėsinimo įrenginių kurie naktimis skleidžia labai stiprų aukšto dažnio garsą.
Lietuvos Respublikos visuomenės sveikatos priežiūros įstatymo 15 straipsnio 7 punkte nurodyta, kad Nacionalinis visuomenės sveikatos centras vykdo stacionarių triukšmo šaltinių veiklos valstybinę visuomenės sveikatos saugos kontrolę triukšmo prevencijos zonose.
Dėl Jūsų minimos problemos prašome kreiptis į Nacionalinio visuomenės sveikatos centro prie Sveikatos apsaugos ministerijos Vilniaus departamentą (toliau - NVSC), kad Jūsų nurodytoje vietoje atliktų triukšmo lygio matavimus ir įvertintų keliamo triukšmo lygį, o nustatę nusižengimus, kaltus asmenis patrauktų administracinėn atsakomybėn bei pareikalautų, kad triukšmo šaltinio valdytojas taikytų triukšmo mažinimo priemones ir kontroliuotų, kaip šios priemonės įgyvendinamos. 
NVSC pranešti apie pažeidimus galima raštu (tiesiogiai asmeniui atvykus į instituciją, adresu Kalvarijų g. 153, Vilnius, atsiuntus paštu ar per pasiuntinį), elektroniniu paštu <a href=""mailto:info@nvsc.lt"">info@nvsc.lt</a>  arba užpildžius elektroninį pranešimą. <a href=""https://nvsc.lrv.lt/lt/praneskite-mums"" target=""_blank"">https://nvsc.lrv.lt/lt/praneskite-mums</a>.",54.704399,25.272528,"Triukšmo prevencijos viešosiose vietose taisyklių pažeidimas",Išnagrinėta,"Viešosios tvarkos skyrius",1844,1,https://minio.vilnius.lt/vilnius/20210801_1627769498_1514356529.jpeg
203435,1,"Vilnius,Grigiškės",Internetu,"Pilaitės pr. 42, Vilnius 06203","Pilaitės prospekte (nr 42) skubiai reikia gelbėti savivaldybės sodintą jauną ąžuolų alėją! Vienas medelis jau nudžiuvo, išgriuvo, kitas jau nudžiuvo - tuoj grius, dar keli yra džiuvimo procese. Džiūti pradėjo pastačius statybinę tvorą (kils IKI prekybcentris). ","2021-08-01 07:27:19",,,54.710293,25.172359,"Želdynų priežiūra (medžių ir krūmų genėjimas bei kirtimas)",Nagrinėjama,"Miesto tvarkymo ir aplinkos apsaugos skyrius",100742,,https://minio.vilnius.lt/vilnius/20210801_1627792040_53280578_20210801_1.jpg
203435,1,"Vilnius,Grigiškės",Internetu,"Pilaitės pr. 42, Vilnius 06203","Pilaitės prospekte (nr 42) skubiai reikia gelbėti savivaldybės sodintą jauną ąžuolų alėją! Vienas medelis jau nudžiuvo, išgriuvo, kitas jau nudžiuvo - tuoj grius, dar keli yra džiuvimo procese. Džiūti pradėjo pastačius statybinę tvorą (kils IKI prekybcentris). ","2021-08-01 07:27:19",,,54.710293,25.172359,"Želdynų priežiūra (medžių ir krūmų genėjimas bei kirtimas)",Nagrinėjama,"Miesto tvarkymo ir aplinkos apsaugos skyrius",100742,,https://minio.vilnius.lt/vilnius/20210801_1627792042_1689364859_20210801_1.jpg
203436,1,"Vilnius,Grigiškės",Internetu,"Eišiškių pl. 47, Vilnius 02184","Vilniuje, Eišiškių pl. priparkuotas sunkvežimis sustoti draudžiančio ženklo zonoje.","2021-08-01 08:13:31",,"Jūsų pranešimas priimtas ir perduotas administracinei teisenai vykdyti. Saugant asmens duomenų privatumą, detalesnė informacija apie priimtus sprendimus neskelbtina",54.642433,25.262239,"Transporto priemonių stovėjimo tvarkos pažeidimai",Išnagrinėta,"Prevencijos ir teisenos poskyris",115868,,https://minio.vilnius.lt/vilnius/20210801_1627794811_1768590285_20210801_1.jpg
203436,1,"Vilnius,Grigiškės",Internetu,"Eišiškių pl. 47, Vilnius 02184","Vilniuje, Eišiškių pl. priparkuotas sunkvežimis sustoti draudžiančio ženklo zonoje.","2021-08-01 08:13:31",,"Jūsų pranešimas priimtas ir perduotas administracinei teisenai vykdyti. Saugant asmens duomenų privatumą, detalesnė informacija apie priimtus sprendimus neskelbtina",54.642433,25.262239,"Transporto priemonių stovėjimo tvarkos pažeidimai",Išnagrinėta,"Prevencijos ir teisenos poskyris",115868,,https://minio.vilnius.lt/vilnius/20210801_1627794813_456308558_20210801_1.jpg
203436,1,"Vilnius,Grigiškės",Internetu,"Eišiškių pl. 47, Vilnius 02184","Vilniuje, Eišiškių pl. priparkuotas sunkvežimis sustoti draudžiančio ženklo zonoje.","2021-08-01 08:13:31",,"Jūsų pranešimas priimtas ir perduotas administracinei teisenai vykdyti. Saugant asmens duomenų privatumą, detalesnė informacija apie priimtus sprendimus neskelbtina",54.642433,25.262239,"Transporto priemonių stovėjimo tvarkos pažeidimai",Išnagrinėta,"Prevencijos ir teisenos poskyris",115868,,https://minio.vilnius.lt/vilnius/20210801_1627794816_2030789367_20210801_1.jpg
203436,1,"Vilnius,Grigiškės",Internetu,"Eišiškių pl. 47, Vilnius 02184","Vilniuje, Eišiškių pl. priparkuotas sunkvežimis sustoti draudžiančio ženklo zonoje.","2021-08-01 08:13:31",,"Jūsų pranešimas priimtas ir perduotas administracinei teisenai vykdyti. Saugant asmens duomenų privatumą, detalesnė informacija apie priimtus sprendimus neskelbtina",54.642433,25.262239,"Transporto priemonių stovėjimo tvarkos pažeidimai",Išnagrinėta,"Prevencijos ir teisenos poskyris",115868,,https://minio.vilnius.lt/vilnius/20210801_1627794818_1499289065_20210801_1.jpg
203437,1,"Vilnius,Grigiškės",Android,"Kovo 11-osios g. 38b, Grigiškės 27114, Lietuva","Sveiki, gal galima būtų čia pasodinti medžių? Ačiū.","2021-08-01 09:51:14","2021-08-05 00:00:00"," Atsakyta e pastu",54.669975,25.096653,"Aplinkos tvarkymas",Išnagrinėta,"Miesto tvarkymo ir aplinkos apsaugos skyrius",116099,4,https://minio.vilnius.lt/vilnius/20210801_1627800674_1632694417.jpeg
203438,10,Tauragė,Internetu,"Dainavos g. 10, Tauragė 72278","Trečias mėnuo kaip Kartų parke neveikia šviesos žaidimų viena iš lempučių. Prašome sutvarkyti.","2021-08-01 10:47:26",,"Dėkojame už informaciją apie pastebėtą gedimą. Pranešta rangovui, kuris artimiausiu metu turėtų pašalinti gedimą.",55.254333,22.306715,"Vaikų žaidimo ir sporto aikštelių priežiūra bei įrengimas",Išnagrinėta,"Tauragės rajono savivaldybės administracija",78823,,https://minio.vilnius.lt/taurage/20210801_1627804047_992166954_20210801_1.jpg
203439,1,"Vilnius,Grigiškės",Android,"Krakiškių g. 132, Vilnius 08425, Lietuva","sveiki. sioje gatveje 3 is 4 greicio kalneliu yra sugadinti. suraskit atsakingus!","2021-08-01 11:07:44","2021-08-16 17:17:07"," Pranešame, kad Jūsų informacija dėl kalnelių būklės Krakiškių g. 132, buvo perduota specializuotų eismo saugumo priemonių įrengimo ir priežiūros darbus Vilniaus mieste atliekančiai įmonei. Greičio mažinimo kalneliai yra įtraukti į greičio mažinimo kalnelių įrengimo-tvarkymo planus.
Dėkojame Jums už suteiktą informaciją apie specializuotų eismo reguliavimo priemonių būklę Vilniaus mieste.",54.782497,25.340960,"Greičio mažinimo priemonės (guminiai, asfaltiniai kalneliai) (jų sugadinimai)",Išnagrinėta,"Eismo organizavimo skyrius",112715,15,https://minio.vilnius.lt/vilnius/20210801_1627805264_1174658543.jpeg
