ID,CITY_ID,city_label,VERSION,ADDRESS,DESCRIPTION,REG_DATE,COMPLETE_DATE,ANSWER,COORDS_GOOGLE_LAT,COORDS_GOOGLE_LNG,PROBLEM_TYPE,STATUS,DEP_NAME,USER_ID,SOLVED_TIME,ATTACHMENT
1183,1,Vilnių,Internetu,"Kražių g. 17","Gatvėje, esančioje tarp J. Savickio ir Kražių gatvių  dalinai sugriebti bet neišvežti lapai, Kai kurie lapai supakuoti į maišus kai kurie mėtosi gatvėje, kai lyja lietus užkemša vandens surinkimo sistemą dėl šių priežasčių po lietaus yra užliejamas garažas, PAKARTOTINAI prašau sutvarkyti šia problemą ir imtis kontroliuoti įmonę kuriai pavesta tvarkyti minimą teritoriją.","2013-01-01 13:51:48","2013-01-18 09:22:39","Vietoje nustatyta (2013-01-15), kad maišai su lapais iš nuotraukoje užfiksuotų vietų išvežti.",54.691235,25.268791,"Gatvių priežiūra ir tvarkymas",Išnagrinėta,"Susisiekimo komunikacijų skyrius",9944,17,
1184,1,Vilnių,Internetu,"S. Žukausko g. 35","S. Žukausko g. nuo 25 iki 35 namo šaligatvis padengtas storu ledo sluoksniu, slidus ir nepabarstytas.","2013-01-02 12:41:50","2013-02-18 08:28:01","Perduota nagrinėti Miesto tvarkymo skyriui.",54.707596,25.302185,"Gatvių priežiūra ir tvarkymas",Išnagrinėta,"Susisiekimo komunikacijų skyrius",12939,47,
1185,1,Vilnių,Internetu,"Laisvės pr. 58","Informavo, kad neveikia &#34;Vilniečio kortelės&#34; papildymo programa 
visuose Vilniaus spaudos kioskuose ","2013-01-02 17:14:05","2013-01-10 16:20:15","Apgailestaujame dėl sausio 2 dieną kilusių nesklandumų naudojantis viešojo transporto elektroninių paslaugų kortele. Atsižvelgiant į pridėtinės vertės mokesčio sumažinimą  nuo 2013-01-01 įsigaliojo Vilniaus miesto savivaldybės tarybos Nr. 1-688 sprendimu nustatytos  mažesnės autobusų ir troleibusų bilietų kainos, todėl elektroninių paslaugų administratorius ir bilietų platintojas nespėjo perprogramuoti informacinės sistemos ir dėl minėtos priežasties tam tikrą laiką buvo negalima papildyti Vilniečio kortelę. Minėti sutrikimai dar tą pačią dieną buvo pašalinti.
Dėkojame kad naudojatės viešojo transporto paslaugomis.",54.699940,25.220966,"Viešasis transportas",Išnagrinėta,"Eismo organizavimo skyrius",11221,8,
1188,1,Vilnių,Internetu,"Kirtimų g. 51","Statybininkai kurie tvarko miesto gatves paliko išpjautą asfaltą ir nepabaigtą iki galo tvarkyti. Asmenims su mašinomis yra problemą , atsitinka labai daug avarijų.","2013-01-03 09:13:58","2013-01-11 14:23:29","Informuojame, kad 2011 m. lapkričio 7 d. LR automobilių kelių direkcija prie Susisiekimo ministerijos su AB „Panevėžio keliai“ pasirašė „Transeuropinio tinklo kelio E85 Vilniaus miesto pietinio apvažiavimo tiesimas“ sutartį Nr.3. Pagal minėtą sutartį bus rekonstruota Kirtimų g. nuo 3,48 km iki 7,85 km, pastatytas viadukas per Kirtimų g. ties 4,82 km, estakada per Kirtimų g. 6,25 km, tunelis po Kirtimų g, nutiesta jungiamoji gatvė, įdiegtos kitos saugaus eismo ir aplinkosaugos priemonės. Planuojama darbų pabaiga – 2013m. gruodžio mėnesį.
Minėtos problemos Kirtimų gatvėje galėjo būti dėl vykdomų darbų.
Darbų užsakovas - LR automobilių kelių direkcija prie Susisiekimo ministerijos. Rangovas AB „Panevėžio keliai“. Kontaktinis telefonas 8 698 23043 E.Jakubauskas.

Avarinių vietų lokalizavimo darbus Vilniaus miesto gatvėse atlieka UAB „Grinda“ gatvių avarinė tarnyba, kuri įvertina situacijų pavojingumo lygį ir informuoja atsakingas tarnybas. Pastebėjus mieste atvirus šulinius, įgriuvas, avarines duobes gatvių važiuojamosios dalies dangoje miesto gyventojai gali pranešti gatvių avarinė tarnybos dispečerinei tel. (8 5) 215 2112 arba mob. tel. 8 650 99 267. Tarnyba privalo reaguoti į visus pagrįstus skambučius.",54.622898,25.151094,"Gatvių priežiūra ir tvarkymas",Išnagrinėta,"Susisiekimo komunikacijų skyrius",11221,8,
1189,1,Vilnių,Internetu,"Laurų g. 11","Stiklo atliekų konteineris yra perpildytas. Asmenis bendra šiūkles pradėjo krauti prie konteinerių. Gyventojai prašo sutvarkyti aplinką.","2013-01-03 09:24:06","2013-01-28 15:14:05","2013-01-25patikrinta-  rūšiuojami konteineriai Laurų g. pradžioje ištuštinti,teritorija tvarkinga.",54.803242,25.387157,"Tvarkymo ir švaros taisyklių pažeidimas",Išnagrinėta,"Viešosios tvarkos skyrius",11221,25,
1190,1,Vilnių,Internetu,"Rinktinės g. 13","Nevalomas, nebarstomas kiemas, esantis tarp Rinktinės g. 13 ir 15 namo. ","2013-01-03 09:53:40","2013-02-07 15:30:44","Vasario 1 ir 6 d. patikrinti Rinktinės g. kiemų šaligatviai. Šaligatviai nuvalyti ir pabarstyti.",54.697079,25.289034,"Gatvių priežiūra ir tvarkymas",Išnagrinėta,"Susisiekimo komunikacijų skyrius",11221,35,
1191,1,Vilnių,Internetu,"Kirtimų g. 2","Nuo Kirtimų g.51 klojo vamzdžius ir užpylė žemėmis ir  dabar išsimušė duobės per visą gatvę. Piktinasi, kad automobiliai yra gadinami","2013-01-03 11:22:50","2013-01-11 13:40:54","Informuojame, kad 2011 m. lapkričio 7 d. LR automobilių kelių direkcija prie Susisiekimo ministerijos su AB „Panevėžio keliai“ pasirašė „Transeuropinio tinklo kelio E85 Vilniaus miesto pietinio apvažiavimo tiesimas“ sutartį Nr.3. Pagal minėtą sutartį bus rekonstruota Kirtimų g. nuo 3,48 km iki 7,85 km, pastatytas viadukas per Kirtimų g. ties 4,82 km, estakada per Kirtimų g. 6,25 km, tunelis po Kirtimų g, nutiesta jungiamoji gatvė, įdiegtos kitos saugaus eismo ir aplinkosaugos priemonės. Planuojama darbų pabaiga – 2013m. gruodžio mėnesį.
Minėtos problemos Kirtimų gatvėje galėjo būti dėl vykdomų darbų.
Darbų užsakovas - LR automobilių kelių direkcija prie Susisiekimo ministerijos. Rangovas AB „Panevėžio keliai“. Kontaktinis telefonas  8 698 23043  E.Jakubauskas.

Avarinių vietų lokalizavimo darbus Vilniaus miesto gatvėse atlieka UAB „Grinda“ gatvių avarinė tarnyba, kuri įvertina situacijų pavojingumo lygį ir informuoja atsakingas tarnybas. Pastebėjus mieste atvirus šulinius, įgriuvas, avarines duobes gatvių važiuojamosios dalies dangoje miesto gyventojai gali pranešti gatvių avarinė tarnybos dispečerinei  tel. (8 5) 215 2112 arba mob. tel. 8 650 99 267. Tarnyba privalo reaguoti į visus pagrįstus skambučius.",54.652409,25.151913,"Gatvių priežiūra ir tvarkymas",Išnagrinėta,"Susisiekimo komunikacijų skyrius",11221,8,
1192,1,Vilnių,Internetu,"Pagubės Sodų 28-oji g. 43","Nelegalus 2 aukštų medinis pastatas.","2013-01-03 13:04:59","2013-01-25 08:40:54","Vilniaus miesto savivaldybės administracijos Aplinkos ir energetikos departamento Būsto renovavimo skyrius (toliau - Skyrius) 2013-01-03 gavo informaciją iš skambuciu.centras@vilnius.lt dėl nelegalaus pastato Pagubės Sodų 28-oji g. 43. Skyriaus spe",54.815056,25.318897,"Pastatų administravimas",Išnagrinėta,"Būsto administravimo skyrius",11221,22,
1193,1,Vilnių,Internetu,"Žemynos g. 37","Neveikia gatvės apšvietimas.","2013-01-03 13:12:54","2013-01-23 11:13:15","Informuojame, kad Vilniaus miesto savivaldybės administracijos Miesto ūkio ir transporto departamento Eismo organizavimo skyrius išnagrinėjo Jūsų pranešimą dėl apšvietimo gedimų ties Žemynos g. 37.
Dėkojame Jums už suteiktą informaciją. Informuojame, kad apie Jūsų pastebėtą Žemynos gatvės apšvietimo gedimą informuota Vilniaus miesto gatvių apšvietimo elektros tinklus eksploatuojanti bendrovė, kuri artimiausiu metu patikrins minėtos gatvės apšvietimo elektros tinklą ir nustačiusi gedimus atliks remonto darbus.
Ateityje apie pastebėtus Vilniaus miesto gatvių apšvietimo elektros tinklų gedimus Jūs galite informuoti minėtos bendrovės avarinę – dispečerinę tarnybą (visą parą) tel. (8 5) 2496104 arba el. paštu dispecerine@vgaet.lt.  
Priedai",54.727180,25.227436,"Gatvių apšvietimas",Išnagrinėta,"Eismo organizavimo skyrius",11221,20,
1194,1,Vilnių,Internetu,"Žemynos g. 41","Neapšviesta takas.","2013-01-03 13:14:07","2013-01-23 12:40:22","Siekiant įrengti pėsčiųjų tako, gatvės, ar jos dalies apšvietimo elektros tinklus, būtina parengti susisiekimo komunikacijų techninį projektą. Vilniaus miesto savivaldybės administracijos Miesto ūkio ir transporto departamento Eismo organizavimo skyrius parengė prioritetinių gatvių sąrašą (iki 2015 metų), kuriame pėsčiųjų takų apšvietimo ties Žemynos g. 41 apšvietimo plėtra nenumatyta, todėl suprojektuoti įrengti apšvietimą neplanuojame.
Informuojame, kad gatvių ir pėsčiųjų takų apšvietimo elektros tinklų projektavimo ir įrengimo darbų procesui Vilniaus mieste paspartinti fiziniai ir (ar) juridiniai asmenys gali pasinaudoti tvarka, pagal kurią Vilniaus miesto savivaldybės administracijos Miesto ūkio ir transporto departamentas teikia pirmenybę fiziniams ar juridiniams asmenims, turintiems suderintus viešųjų teritorijų apšvietimo elektros tinklų projektus ir sutinkantiems finansuoti 50 proc. įrengimo darbų vertės.
Jeigu bendrija ar gyventojų grupės įgaliotas atstovas sutinka finansuoti 50 proc. viešųjų teritorijų apšvietimo tinklų įrengimo darbų vertės ir pasirinkusios projektavimo įmonę, turinčią Aplinkos ministerijos išduotą atestatą, suteikiantį teisę atlikti statinio projektavimo darbus, prašome kreiptis į Vilniaus miesto savivaldybės administracijos Miesto ūkio ir transporto departamentą dėl susisiekimo komunikacijų ir jų inžinerinių tinklų projektavimo sutarties pasirašymo.
Apšvietimo techniniam projektui parengti pasirašoma sutartis (sutarties forma patvirtinta Vilniaus miesto savivaldybės administracijos direktoriaus 2010-04-19 įsakymu Nr. 30-827) tarp Vilniaus miesto savivaldybės administracijos Miesto ūkio ir transporto departamento ir fizinio ar juridinio asmens.
Projektuotojui parengus techninį projektą, Vilniaus miesto savivaldybės administracijos Miesto ūkio ir transporto departamentas atsižvelgdamas į Susisiekimo ministerijos skirtą tikslinį finansavimą, skelbia konkursą įrengimo darbų rangovui išrinkti. Įvykus konkursui, sudaroma trišalė sutartis su konkursą laimėjusiu rangovu, Vilniaus miesto savivaldybės administracijos Miesto ūkio ir transporto departamentu bei fiziniu ar juridiniu asmeniu.
Vilniaus miesto savivaldybės administracijos Miesto ūkio ir transporto departamento Eismo organizavimo skyrius dalyvaudamas Vilniaus miesto savivaldybės administracijos Miesto ūkio ir transporto departamento susisiekimo komunikacijų prisijungimo sąlygų komisijoje atkreips dėmesį į pėsčiųjų takų apšvietimo plėtros poreikį ties Žemynos g. 41.",54.727901,25.229305,"Gatvių apšvietimas",Išnagrinėta,"Eismo organizavimo skyrius",11221,20,
