ID,CITY_ID,city_label,VERSION,ADDRESS,DESCRIPTION,REG_DATE,COMPLETE_DATE,ANSWER,COORDS_GOOGLE_LAT,COORDS_GOOGLE_LNG,PROBLEM_TYPE,STATUS,DEP_NAME,USER_ID,SOLVED_TIME,ATTACHMENT
23,1,Vilnių,Internetu,"Musninkų g. 1","Prie įvažiavimo į namo kiemą nesutvarkytos duobės.","2012-01-31 07:45:12","2012-02-03 14:04:08","Žiemos sezono metu šaltu asfaltu užtaisomos tik gatvių važiuojamojoje dalyje atsiveriančios avarinės duobės, kurios kelia pavojų eismo saugumui. Gyvenamųjų namų kiemuose esančios duobės bus remontuojamos pavasarį, atsižvelgiant į miesto biudžete kiemams remontuoti skirtas lėšas.",54.716972,25.243380,"Gatvių priežiūra ir tvarkymas",Išnagrinėta,"Susisiekimo komunikacijų skyrius",0,3,
24,1,Vilnių,Internetu,"Šeškinės g. 4","Itin duobėtas kelias, kylant į kalną ties Šeškinės 4 namu (įsukus iš Šeškinės g. - kairėje garažai, dešinėje gyvenamieji namai). ","2012-01-31 10:35:08","2012-02-02 09:05:42","Pranešame, kad esant paros vidutinei temperatūrai žemesnei kaip +5 C laipsniai asfaltbetonio dangos remonto darbai nevykdomi. Kiemų dangų remontą organizuosime 2012 metų darbų sezono metu atsižvelgiant į finansavimą.",54.712868,25.250898,"Gatvių priežiūra ir tvarkymas",Išnagrinėta,"Susisiekimo komunikacijų skyrius",13,2,
25,1,Vilnių,Internetu,"P. Lukšio g. 23","Kubiliaus ir Luksio gatviu sankryzoje gyvybiskai reikalingas sviesoforas. Kiekvienas ivaziavimas i sankryza sukelia avarine situacija! Jau daug metu sita problema egzistuoja, bet tik buvo perbraizyti kelio zenklai, o avariju daznai ten galima pamatyti.","2012-02-01 14:50:12","2012-02-07 11:27:30","Informuojame, kad Vilniaus miesto savivaldybės administracijos Miesto ūkio ir trabsporto departamento Eismo organizavimo skyrius išnagrinėjo Jūsų prašymą dėl šviesoforų posto įrengimo S. Žukausko ir P. Lukšio gatvių sankryžoje. UAB „Šia",54.711868,25.297310,"Eismo organizavimas",Išnagrinėta,"Eismo organizavimo skyrius",76,6,
26,1,Vilnių,Internetu,"Architektų g. 208","Įvažiavimas į kiemus yra labai duobėtas, kada planuojama sutvarkyti šį įvažiavimą.","2012-02-02 13:36:41","2012-02-06 09:56:34","patvirtinus Viniaus miesto savivaldybės biudžetą ir numačius lėšas kiemų remontui bus remontuojamos avarinės duobės.",54.680679,25.218004,"Gatvių priežiūra ir tvarkymas",Išnagrinėta,"Susisiekimo komunikacijų skyrius",524,4,
27,1,Vilnių,Internetu,"Musninkų g. 8","Ar pavasarį planuojama kiemų &#34;lopimas&#34;? Nes nurodytame adreso (Musninkų 8) kieme daug duobių. Šis kiemas labai judrus, nes kieme yra darželis.","2012-02-02 21:31:53","2012-02-06 09:23:20","Informuojame, kad dar nėra patvirtintas 2012 metų biudžetas, todėl negalime atsakyti ar bus remontuojamos kiemų dangos Vilniaus miesto teritorijoje.",54.715187,25.240686,"Gatvių priežiūra ir tvarkymas",Išnagrinėta,"Susisiekimo komunikacijų skyrius",23,4,
28,1,Vilnių,Internetu,"Taikos g. 190","Stotelėje &#34;Žiedas&#34; suniokotas ženklas ir nėra tvarkaraščio.","2012-02-03 10:37:48","2012-02-09 15:48:42","Rangovas atstatė suniokotą ženklą Nr.548. Savivaldybės įmonė „Susisiekimo paslaugos“ artimiausiu metu iškabins naujus eismo tvarkaraščius.",54.709404,25.213434,"Viešasis transportas",Išnagrinėta,"Eismo organizavimo skyrius",25,6,
30,1,Vilnių,Internetu,"Kareivių g. 19","Komunalinės atliekos yra vežamos nepakankamu periodiškumu. Namo gyventojų skaičius yra didelis, todėl konteinerinėje esantys du konteineriai yra labai dažnai perpildyti.","2012-02-03 17:50:18","2012-03-13 12:05:38","Su interesantu susisiekta elektroniniu paštu, kadangi jis negalėjo pasakyti kam priklauso konteineriai, 2012-03-07 d. nuvykome į Kareivių g. 19 ir atlikome patikrinimą. Komunalinių atliekų konteinerius aptarnauja 2 įmonės - UAB &amp;quot;Švara visie",54.719002,25.302078,"Komunalinių atliekų tvarkymas",Išnagrinėta,"SĮ „Vilniaus atliekų sistemos administratorius“",12,39,
31,1,Vilnių,Internetu,"Birutės g. 4","Sveiki,
atlikus Birutės gatvės rekonstrukciją šalia Vilniaus Birutės darželio (Birutės g. 4), buvo sustatyti draužiamieji kelio ženklai &#34;Sustoti draudžiama&#34;, kurių ten niekada nebuvo. Šiuo metu tėveliai, vežantys savo vaikus į šį darželį, nepažeisdami ženklų reikalavimų turi juos išlaipinti neprivažiavus kelių šimtų metrų. Kadangi šioje gatvėje yra ruožų, kur neįrengtas šaligatvis, vaikus tenka vesti važiuojamaja kelio dalimi. Tai nesaugu, prieštarauja protingumo ir sąžiningumo kriterijams. Reikėtų pašalinti prie pat Vilniaus Birutės darželio įrengtus kelio ženklus &#34;Sustoti draudžiama&#34; arba pakeisti į kelio ženklą &#34;Stovėti draudžiama&#34;.
Pagarbiai,
Artūras Rutkauskas","2012-02-07 13:49:17","2012-02-10 13:39:09","2012-02-10 pareiškėjui atsakyta raštu Nr. A51-8373(3.3.10.3-EM4)",54.686203,25.250769,"Eismo organizavimas",Išnagrinėta,"Eismo organizavimo skyrius",234,3,
33,1,Vilnių,Internetu,"P. Žadeikos g. 11","Laba diena.Esu Algirdas Garšva.Su su savo tėčiu esu savininkai patalpų P.Žadeiko g.11 cokolineme aukšte.Žiema temperatūra (+14) labai maža nors reikia mokėti kaip priklauso pagal reikalvimus.Šilumos tinklai pateikia šilumą iki namo o bendrija nedaro removacijos.Ką galite padėti ar patarti kaip man elgtis
Dėkui","2012-02-20 11:49:06","2012-02-28 16:58:07","Vadovaujantis Šilumos ūkio įstatymo pakeitimo ir papildymo įstatymu pastato Šildymo ir karšto vandens sistemų prižiūrėtojo veiklą kontroliuoja Valsybinė energetikos inspekcija. Prižiūrėtojas privalo užtikrinti Lietuvos higienos norma HN 42",54.733192,25.246004,"Energetika ir inžineriniai tinklai",Išnagrinėta,"Šilumos ir vandens ūkio skyrius",582,8,
36,1,Vilnių,Internetu,"Gabijos g. 4","Gabijos g. 4 - Pašilaičių g. 15 namo teritorijos netvarkomos, nesaugus praėjimai į mokyklą, šaligatviai užversti sniegų, netvarka. Vaikai bijo ir vengia eiti taku į mokyklą. Apaugę netvarkingi krūmai. ","2012-02-23 09:08:24","2012-02-24 11:26:44","Perduota nagrinėti pagal kompetenciją Miesto ūkio ir transporto departamentui, tarnybinis raštas Nr. A121-4772(2.1.19-SM4).",54.733517,25.231014,"Tvarkymo ir švaros taisyklių pažeidimas",Išnagrinėta,"Viešosios tvarkos skyrius",612,1,
