ID,CITY_ID,city_label,VERSION,ADDRESS,DESCRIPTION,REG_DATE,COMPLETE_DATE,ANSWER,COORDS_GOOGLE_LAT,COORDS_GOOGLE_LNG,PROBLEM_TYPE,STATUS,DEP_NAME,USER_ID,SOLVED_TIME,ATTACHMENT
82496,1,Vilnių,Internetu,"Šeškinės g. 5, Vilnius 07151","Automobilis ant šaligatvio, prašau nubausti. Nėra kaip praeiti, ypač su vežimėliu.<br>Pažeidimo data ir laikas: 2019-01-01 02:41<br>Automobilio valst. nr.: GBB 512","2019-01-01 02:52:41","2019-01-20 11:05:13","Dėkojame už Jūsų neabejingumą sprendžiant Vilniaus miesto problemas. Tolimesnė galimo administracinio nusižengimo teisena bus vykdoma vadovaujantis Lietuvos Respublikos administracinių nusižengimų kodekse numatyta tvarka. Saugant asmens duomenų privatumą, detalesnė informacija apie priimtus sprendimus neskelbtina",54.711971,25.252563,"Transporto priemonių stovėjimo tvarkos pažeidimai",Išnagrinėta,"Prevencijos ir teisenos poskyris",102241,19,https://minio.vilnius.lt/tvarkau.vilnius.2019/20190101_1546303931_612.jpg
82496,1,Vilnių,Internetu,"Šeškinės g. 5, Vilnius 07151","Automobilis ant šaligatvio, prašau nubausti. Nėra kaip praeiti, ypač su vežimėliu.<br>Pažeidimo data ir laikas: 2019-01-01 02:41<br>Automobilio valst. nr.: GBB 512","2019-01-01 02:52:41","2019-01-20 11:05:13","Dėkojame už Jūsų neabejingumą sprendžiant Vilniaus miesto problemas. Tolimesnė galimo administracinio nusižengimo teisena bus vykdoma vadovaujantis Lietuvos Respublikos administracinių nusižengimų kodekse numatyta tvarka. Saugant asmens duomenų privatumą, detalesnė informacija apie priimtus sprendimus neskelbtina",54.711971,25.252563,"Transporto priemonių stovėjimo tvarkos pažeidimai",Išnagrinėta,"Prevencijos ir teisenos poskyris",102241,19,https://minio.vilnius.lt/tvarkau.vilnius.2019/20190101_1546303937_886.jpg
82496,1,Vilnių,Internetu,"Šeškinės g. 5, Vilnius 07151","Automobilis ant šaligatvio, prašau nubausti. Nėra kaip praeiti, ypač su vežimėliu.<br>Pažeidimo data ir laikas: 2019-01-01 02:41<br>Automobilio valst. nr.: GBB 512","2019-01-01 02:52:41","2019-01-20 11:05:13","Dėkojame už Jūsų neabejingumą sprendžiant Vilniaus miesto problemas. Tolimesnė galimo administracinio nusižengimo teisena bus vykdoma vadovaujantis Lietuvos Respublikos administracinių nusižengimų kodekse numatyta tvarka. Saugant asmens duomenų privatumą, detalesnė informacija apie priimtus sprendimus neskelbtina",54.711971,25.252563,"Transporto priemonių stovėjimo tvarkos pažeidimai",Išnagrinėta,"Prevencijos ir teisenos poskyris",102241,19,https://minio.vilnius.lt/tvarkau.vilnius.2019/20190101_1546303946_838.jpg
82497,1,Vilnių,Android,"06333, S. Nėries g. 91, Vilnius, Lietuva","Statoma vejoje, ant bordiuro
Pažeidimo data ir laikas: 2019-01-01 10:10 
Automobilio valst. nr: FAU062","2019-01-01 10:11:22",,,54.743011,25.229452,"Transporto priemonių stovėjimo tvarkos pažeidimai",Registruota,"Prevencijos ir teisenos poskyris",78823,,https://minio.vilnius.lt/tvarkau.vilnius.2019/20190101_1546330282_12.jpeg
82497,1,Vilnių,Android,"06333, S. Nėries g. 91, Vilnius, Lietuva","Statoma vejoje, ant bordiuro
Pažeidimo data ir laikas: 2019-01-01 10:10 
Automobilio valst. nr: FAU062","2019-01-01 10:11:22",,,54.743011,25.229452,"Transporto priemonių stovėjimo tvarkos pažeidimai",Registruota,"Prevencijos ir teisenos poskyris",78823,,https://minio.vilnius.lt/tvarkau.vilnius.2019/20190101_1546330282_168.jpeg
82498,1,Vilnių,Android,"Gedimino pr. 15, Vilnius 01103, Lietuva","Sveiki. Kojos uzkliuva, galima parklupti.","2019-01-01 11:40:52",,,54.687378,25.278362,"Duobės, įgriuvos, šuliniai",Registruota,"UAB „Grinda“",78823,,https://minio.vilnius.lt/tvarkau.vilnius.2019/20190101_1546335652_276.jpeg
82499,1,Vilnių,Internetu,"Lvovo g. 38A, Vilnius 09319","Sveiki, Lvovo g. ties 38A ir tolimesniais namais reikalingi “gulintys policininkai”. Šioje gatvėje automobiliai važinėja ypatingai greitai, todėl ši priemonė galėtų padėti išvengti nelaimingų eismo įvykių.","2019-01-01 13:06:17","2019-01-21 08:16:24","Informuojame, kad Lvovo gatvėje vyksta visuomeninis transportas. Vadovaujantis Vilniaus miesto savivaldybės administracijos direktoriaus 2009 m. spalio 15 d. įsakymu Nr. 30-1783 „Dėl techninių eismo reguliavimo priemonių įrengimo ir jų priežiūros Vilniaus mieste tvarkos aprašo tvirtinimo“ greičio mažinimo kalneliai (iš guminių segmentų) neįrenginėjami tose gatvėse, kuriose vyksta visuomeninio ir specialiųjų tarnybų transporto priemonių eismas, taip pat A ir B kategorijų gatvėse. Atsižvelgus į tai, kalnelio įrengimo Lvovo gatvėje neplanuojame.
Dėkojame Jums už informaciją.",54.697498,25.274811,"Eismo organizavimas",Išnagrinėta,"Eismo organizavimo skyrius",103692,20,
82500,1,Vilnių,Android,"Manufaktūrų g. 16, Vilnius 11342, Lithuania","Po kelio tvarkymo darbų palikti žymėjimo ženklai. ","2019-01-01 13:32:57",,,54.677288,25.318583,"Tvarkymo ir švaros taisyklių pažeidimas",Registruota,"Viešosios tvarkos skyrius",78823,,https://minio.vilnius.lt/tvarkau.vilnius.2019/20190101_1546342377_792.jpeg
82501,1,Vilnių,Android,"Manufaktūrų g. 16, Vilnius 11342, Lithuania","Sutvarkius Kaukysos gatvės atkarpą padarytas netolygus sujungimas su Manufaktūrų gatve","2019-01-01 13:34:58",,,54.677273,25.318480,"Gatvių priežiūra ir tvarkymas",Registruota,"Susisiekimo komunikacijų skyrius",78823,,https://minio.vilnius.lt/tvarkau.vilnius.2019/20190101_1546342498_892.jpeg
82502,1,Vilnių,Internetu,"undefined Vilnius 04127","Atviras šulinys","2019-01-01 14:32:52","2019-01-09 11:44:09","Laba diena, dėkojame už Jūsų laišką. Nuvykus į vietą, atviras šulinys neaptiktas. 

Apie avarines situacijas Vilniaus mieste galite pranešti ir telefonu 1355 visą parą",54.658966,25.205902,"Energetika ir inžineriniai tinklai",Išnagrinėta,"Šilumos ir vandens ūkio skyrius",78823,8,https://minio.vilnius.lt/tvarkau.vilnius.2019/20190101_1546345944_93.jpg
